# 神通妙巫師 繁體中文譯表 (floppy id -> 繁中)
# 片頭魔術秀
33181	這是我的小狗——奇皮。
33184	我被困在這個臭氣沖天的世界,還穿著這身臭衣服——
33185	——連個披薩店的影子都沒有!
33186	還好這只是個夢,不然我可要擔心死了。
33187	接下來是防拷驗證。
33188	請查閱說明書。
33189	我的第一個把戲...
33190	從帽子裡把狗變出來!
33191	汪!汪!
33192	謝謝你,奇皮。
33193	接下來是製作名單!
33194	很厲害吧?
33195	那你看看這個!
33196	啊!
33197	汪!汪汪!
33198	呃???
33199	讓我再試一次。
33200	這根魔杖從不失手!
33201	我漸漸抓到訣竅了。
33202	接下來是我的下一個把戲...
33203	啊啊啊!!!
33204	汪!汪!汪!
33205	唉,算了...
33206	又得從頭來過...
33207	不錯吧,嗯?
33208	你知道嗎,我可是完全自學的。
33209	真不敢相信你居然看到這裡。
33210	換作是我早就跳過了。
# ── 字串表: 物件名/短句 (id 0-120) ──
0	粉紅色斑點
1	鎖
2	好的。
3	若你不介意,我寧可不要。
4	我懂了。
5	不好意思...
6	那會完全蓋過我的費洛蒙。
7	門口
8	玉米
9	女巫小屋
10	鑰匙
11	不知道老鼠的其他部分跑哪去了?
13	峽谷
14	石桌
15	她現在太胖了,抱不起來。
16	我想巨魔看到我那樣做不會太高興。
17	一個流浪的吟遊詩人?
18	爐子
19	鐐銬
20	該死!
21	總共有八個。
22	——但非常值得——
23	洞穴
24	咕嚕
25	吟遊詩人
26	青蛙
27	鎖住了。
28	我到底做了什麼要遭這種罪?
29	對,呃...
30	阿拉卡贊!
31	雪松
32	它固定在牆上。
33	鍛造爐門
34	你需要一個雙重方陣,配八根蠟燭、一隻老鼠和一顆人類頭骨。
35	啤酒桶
36	又大、又綠、又多汁。
37	鬍子
38	羽毛
39	彈弓
40	從邪惡巫師索迪德的手中
41	表演一場驚險刺激的
42	又見面了。
43	你到底想不想要什麼?
44	請接受我最深切的歉意。
45	好。
46	葉子
47	 枚金幣。
48	襪子
49	蠢蛋
50	呃...啤酒?
51	瞬間移動,對。
52	嗨呀。
53	化妝品
54	啊啊啊咕嚕嚕
55	汪!
56	汪汪!
57	綁著繩子的磁鐵。
58	是,船長。
59	沒問題。
60	這塊石頭底下有張紙。
61	一片楓葉。
62	一支二氧化碳滅火器。
63	它中間有塊化石。
64	是,夫人。
65	不要。
66	貓頭鷹樹
67	釘子
68	一根木釘。
69	戒指
70	燃燒的火把
71	明信片
72	樵夫
73	小屋前
74	喔..
75	鈴鐺
76	我終於拿回我的魔法書了。
77	它的末端卡著東西。
78	瓶子上寫著「喝我」。
79	老鼠
80	紙
81	我很高興地宣布,你被選中了,
82	巨石
83	我比較喜歡金髮的。
84	真是夠典型的。
85	嘿!
86	哇!!!
87	梯子
88	很好。
89	蛋糕
90	嗶嗶嗶嗶嗶嗶!
91	好的。
92	橡樹
93	那就滾開吧。
94	它對我來說太大了。
95	什麼樣的提議?
96	巫師
97	謝謝。
98	喔,好。
99	時鐘
100	再見。
101	上面寫著「巨魔平權」。
102	鋼鋸
103	紀念火柴
104	你會因此得到相當豐厚的獎賞。
105	沒有計畫我不會靠近那東西。
106	我不能那樣做。
107	沒必要——它們全是空的。
108	那是一扇嵌在老樹裡的門。
109	更衣屏風
110	種子
111	書
112	鼠洞
113	下
114	你是說我們是冒牌貨,是吧?
115	嗨囉,
116	鐵匠
117	你知道嗎,我又不是杜立德醫生!
118	裡面有張鬆脫的紙。
119	好吧。
120	碎顱者
# ── 字串表 121-240 ──
121	斧頭
122	感冒藥
123	上面滿是塗鴉。
124	一捲超級 XXXXX 強效薄荷糖。
125	任務,
126	看起來是有什麼問題?
127	往水龍頭
128	什麼叫從來沒有?
129	我大概會因為妨害安寧被逮捕。
130	我想他們睡著了。
131	我們是蠹蟲!
132	我想他不會拿它來做什麼。
133	木板
134	聽著...
135	嘿。我想我漸漸上手了。
136	尖銳的東西
137	喔...
138	掃帚
139	小袋子
140	開始囉。
141	我不想把那堆雜物弄得到處都是。
142	沒關係。我不渴。
143	我的時尚品味不允許。
144	跟你做生意很愉快。
145	不太算。
146	我用不著它了。
147	松節油
148	不,呃...
149	我太年輕了,不適合那個。
150	那還是留給重金屬樂團的隨團人員吧。
151	鵝卵石
152	我要怎麼撿起一坨顏料?
153	冰箱
154	那是給大象用的。
155	一扇堅固的木門。
156	我不敢相信!
157	嗯?
158	桌子
159	絞肉機
160	欄杆
161	森林中央
162	辦不到。
163	呃...
164	它們都是同類中的上品。
165	一塊含金屬礦的石頭。
166	那組複雜的閥門和金屬管路。
167	梯子
168	一罐噁心的沼澤黏液!
169	你還得知道惡魔們的真名。
170	迷你雕像
171	油門開得太大了點。
172	謝了。
173	頭骨
174	水井
175	想都別想!上次的事之後絕對不要。
176	我想那是用來抽的。
177	樹樁
178	嗚咕嚕嚕嚕
179	啊!
180	招牌
181	這是索迪德的魔法書。看起來跟我的一模一樣。
182	一本紀念火柴冊。
183	砰!
184	你還想要別的嗎?
185	呃?
186	它根本不是設計來關上的。
187	看來有人一直想用我的魔法書。
188	索迪德的錢袋,裡面塞著他的襪子。
189	家用清潔劑
190	魔杖
191	我可以用這個把人變成石頭。
192	一個聞起來很可疑的袋子。
193	一株小小的分叉樹苗。
194	蜂巢
195	你知道嗎,我又不是杜立德醫生!
196	也許我該先把它摘下來。
197	等一下...
198	這不是我的,我不能拿。
199	很高興知道你關心我的死活。
200	叩叩!
201	我想這附近找不到祕銀。
202	別擔心。
203	好了,各位...
204	山羊
205	洞
206	是塊石頭。
207	從字面上說是好幾百名滿懷希望的候選人當中,
208	吃角子老虎機
209	呼咕斯波咕斯!
210	抽屜
211	我們來看看吧。
212	不行!
213	方塊
214	噗嚕嚕嚕嚕
215	一根用來攀爬岩壁的立足釘。
216	滅火器
217	箱子
218	水桶
219	好了。
220	我想那樣不太安全。
221	太好了!
222	坑,對。
223	真是典型...
224	智慧貓頭鷹
225	蠟
226	雪人
227	瓶子
228	燉鍋
229	我想還是算了。
230	我從這裡搆不到它們。
231	不會又來了吧。
232	我對魔法那玩意改變主意了。
233	我能為你效勞嗎?
234	裂縫
235	矮人
236	我想你得從裡面打開它們。
237	不好意思。
238	蛋糕
239	我從這裡搆不到它。
240	這是什麼?
# ── 字串表 241-350 ──
241	一根白色的狗毛。
242	金屬探測器
243	衛兵
244	調杯「濕巫師」給我,酒保。
245	我想當巫師。
246	衛兵!!
247	好,麻煩了。
248	看著。
249	沒問題。
250	巨人
251	拉桿
252	該輪到你們幫我個忙了。
253	德魯伊
254	服務員
255	一個接在一段繩子上的鉤子。
256	樹枝
257	用這個可以在遊戲裡快速移動。
258	沒辦法在那上面修好它。
259	水
260	樹
261	天啊...
262	哈!
263	磁鐵
264	蘇沙大號
265	要不要來杯「術士驚喜」?
266	馬車輪
267	恐怕不行。
268	是嗎?
269	我正處於人生的最低潮。
270	當然。
271	出口
272	蘑菇
273	哨子
274	蠹蟲
275	藤蔓
276	正當我以為有點進展的時候。
277	我可不想再被哥布林煮來吃...又一次!
278	矮人礦坑
279	我需要的時候會戴上它。
280	我想我最好等到真正需要時再說。
281	還需要別的嗎,先生?
282	毛髮
283	我的桃花心木被一群蠹蟲啃光了。
284	它們會卡在我牙縫裡。
285	是的。
286	沒有人能通過這座橋。
287	那好吧。
288	它壞了。
